Date,CustomerID,ProductType,ServiceType,Quantity,UnitPrice,Region,SalesRep,InstallationRequired,PaymentMethod,TotalRevenue,InstallationDate
2024-09-14,8189,Solar Panel 500W,Site Inspection,7,148733,Port Harcourt,Michael,Yes,POS,1041131,2024-09-24
2024-03-21,6386,Inverter 3.5kVA,Maintenance,1,73259,Port Harcourt,Michael,No,Cash,73259,
2024-09-24,7942,Battery 200Ah,Product Purchase,9,172108,Enugu,John,No,POS,1548972,
2024-08-22,9759,Inverter 3.5kVA,Site Inspection,4,158502,Abuja,Ada,Yes,Online Gateway,634008,2024-08-29
2024-11-16,1244,Inverter 3.5kVA,Product Purchase,8,419764,Kano,Tunde,No,POS,3358112,
2024-11-06,1020,Accessories,Installation,1,163549,Abuja,Grace,Yes,Online Gateway,163549,2024-11-17
2024-10-27,9585,Inverter 3.5kVA,Product Purchase,5,350424,Enugu,John,No,Online Gateway,1752120,
2024-12-22,6767,Solar Panel 300W,Site Inspection,3,180391,Kano,Ada,No,Cash,541173,
2024-07-31,4515,Battery 200Ah,Maintenance,4,286669,Abuja,Ada,Yes,Online Gateway,1146676,2024-08-05
2024-03-02,2910,Battery 200Ah,Site Inspection,4,89592,Abuja,Tunde,No,Transfer,358368,
2024-02-18,9481,Solar Panel 300W,Repair,8,303006,Abuja,Stella,No,Online Gateway,2424048,
2024-05-06,6882,Inverter 3.5kVA,Repair,3,428755,Abuja,Tunde,Yes,POS,1286265,2024-05-17
2024-08-10,9552,Inverter 3.5kVA,Repair,1,216225,Port Harcourt,Tunde,Yes,Cash,216225,2024-08-13
2024-10-05,9076,Solar Panel 500W,Maintenance,5,138188,Kano,Ada,No,POS,690940,
2024-10-20,2622,Solar Panel 500W,Site Inspection,2,376991,Enugu,Stella,Yes,Transfer,753982,2024-10-25
2024-10-10,5314,Accessories,Repair,6,196629,Abuja,Stella,No,Online Gateway,1179774,
2024-10-03,3453,Charge Controller,Site Inspection,4,398316,Abuja,Michael,No,Transfer,1593264,
2024-04-16,3015,Solar Panel 500W,Installation,9,20721,Enugu,Tunde,Yes,Online Gateway,186489,2024-04-20
2024-05-25,3800,Battery 200Ah,Repair,7,426172,Lagos,Tunde,No,Transfer,2983204,
2024-04-08,9772,Solar Panel 300W,Repair,2,295529,Port Harcourt,Stella,No,Transfer,591058,
2024-03-13,7752,Inverter 3.5kVA,Maintenance,7,106011,Ibadan,Stella,Yes,Transfer,742077,2024-03-23
2024-05-01,8453,Charge Controller,Site Inspection,8,294635,Lagos,Grace,No,Transfer,2357080,
2024-01-30,3853,Solar Panel 500W,Maintenance,3,416391,Enugu,Stella,Yes,Transfer,1249173,2024-01-31
2024-07-06,3236,Charge Controller,Maintenance,3,264065,Ibadan,Ada,No,Transfer,792195,
2024-12-29,5176,Solar Panel 300W,Site Inspection,2,36241,Abuja,Ada,Yes,Online Gateway,72482,2025-01-03
2024-12-19,3155,Solar Panel 300W,Installation,1,387975,Kano,Ada,No,POS,387975,
2024-10-14,6698,Charge Controller,Site Inspection,3,104191,Ibadan,Grace,No,Cash,312573,
2024-07-13,7829,Charge Controller,Installation,7,436586,Ibadan,Tunde,Yes,Cash,3056102,2024-07-19
2024-06-04,9537,Accessories,Maintenance,9,52088,Ibadan,Grace,Yes,POS,468792,2024-06-08
2024-06-20,2886,Charge Controller,Installation,9,306094,Kano,Grace,No,Online Gateway,2754846,
2024-11-30,7471,Inverter 3.5kVA,Installation,6,430112,Lagos,Stella,Yes,Online Gateway,2580672,2024-12-14
2024-02-10,9746,Battery 200Ah,Installation,6,438589,Port Harcourt,Ada,Yes,Cash,2631534,2024-02-20
2024-03-03,4770,Solar Panel 500W,Repair,5,174532,Kano,Michael,Yes,Cash,872660,2024-03-12
2024-01-23,9391,Solar Panel 500W,Repair,2,189508,Lagos,Stella,Yes,Transfer,379016,2024-02-03
2024-12-25,3940,Solar Panel 500W,Maintenance,7,318505,Abuja,Grace,No,POS,2229535,
2024-03-15,4490,Charge Controller,Site Inspection,1,402117,Lagos,Stella,Yes,Transfer,402117,2024-03-19
2024-02-17,8899,Charge Controller,Installation,6,324761,Ibadan,Grace,No,Transfer,1948566,
2024-06-08,1306,Accessories,Repair,4,427847,Lagos,Stella,Yes,Transfer,1711388,2024-06-21
2024-11-08,4075,Charge Controller,Site Inspection,3,419479,Lagos,Ada,Yes,POS,1258437,2024-11-17
2024-04-27,2656,Accessories,Installation,1,18856,Abuja,John,Yes,POS,18856,2024-05-01
2024-04-09,8244,Accessories,Site Inspection,6,387341,Abuja,Michael,No,POS,2324046,
2024-06-15,7611,Inverter 3.5kVA,Product Purchase,7,188839,Lagos,Michael,Yes,Transfer,1321873,2024-06-17
2024-10-16,7322,Inverter 3.5kVA,Installation,1,385029,Kano,John,No,Online Gateway,385029,
2024-06-04,3692,Inverter 3.5kVA,Site Inspection,1,184132,Abuja,Michael,Yes,POS,184132,2024-06-16
2024-01-07,2764,Inverter 3.5kVA,Installation,7,134087,Ibadan,Ada,Yes,Transfer,938609,2024-01-19
2024-07-14,1275,Solar Panel 300W,Installation,6,406319,Kano,Stella,Yes,Online Gateway,2437914,2024-07-27
2024-02-25,6271,Inverter 3.5kVA,Product Purchase,7,295926,Enugu,John,Yes,Cash,2071482,2024-03-09
2024-11-16,8331,Inverter 3.5kVA,Site Inspection,8,372056,Lagos,Stella,Yes,Transfer,2976448,2024-11-25
2024-07-11,6025,Inverter 3.5kVA,Maintenance,8,400115,Enugu,Grace,No,Cash,3200920,
2024-02-16,5050,Accessories,Repair,9,293512,Ibadan,Michael,Yes,Cash,2641608,2024-02-29
2024-05-27,9080,Solar Panel 500W,Installation,9,45825,Ibadan,Tunde,No,POS,412425,
2024-10-01,4460,Solar Panel 500W,Installation,7,118526,Kano,Michael,Yes,Transfer,829682,2024-10-07
2024-06-05,4835,Solar Panel 500W,Installation,9,361243,Lagos,Michael,Yes,POS,3251187,2024-06-07
2024-07-20,5278,Battery 200Ah,Installation,6,42392,Ibadan,John,Yes,Online Gateway,254352,2024-07-25
2024-05-05,2844,Solar Panel 300W,Repair,9,409528,Enugu,Stella,Yes,POS,3685752,2024-05-13
2024-10-31,1071,Accessories,Maintenance,2,306273,Enugu,John,Yes,Cash,612546,2024-11-01
2024-10-20,8386,Charge Controller,Product Purchase,2,240213,Abuja,Ada,Yes,Cash,480426,2024-10-28
2024-03-04,7862,Accessories,Maintenance,6,138778,Abuja,Stella,No,Transfer,832668,
2024-11-20,8340,Inverter 3.5kVA,Repair,3,34556,Kano,Ada,Yes,Online Gateway,103668,2024-12-03
2024-06-24,8635,Solar Panel 500W,Site Inspection,2,318352,Abuja,Ada,Yes,Cash,636704,2024-07-03
2024-04-25,2043,Accessories,Product Purchase,8,369495,Port Harcourt,John,No,Transfer,2955960,
2024-07-22,4042,Solar Panel 300W,Product Purchase,7,296160,Lagos,Michael,Yes,Transfer,2073120,2024-08-05
2024-11-16,1814,Inverter 3.5kVA,Site Inspection,8,182224,Ibadan,Grace,Yes,POS,1457792,2024-11-21
2024-01-31,6622,Battery 200Ah,Installation,6,166719,Ibadan,Tunde,Yes,Cash,1000314,2024-02-06
2024-04-22,8332,Charge Controller,Repair,9,356565,Kano,Grace,No,POS,3209085,
2024-12-30,1309,Inverter 3.5kVA,Site Inspection,9,340802,Kano,Michael,Yes,Cash,3067218,2025-01-12
2024-11-20,7661,Charge Controller,Maintenance,2,51472,Ibadan,Michael,Yes,Cash,102944,2024-12-04
2024-12-09,5227,Accessories,Maintenance,5,61295,Abuja,Stella,No,Online Gateway,306475,
2024-03-07,2877,Inverter 3.5kVA,Site Inspection,9,217236,Kano,John,No,POS,1955124,
2024-03-15,3486,Battery 200Ah,Repair,3,360261,Port Harcourt,Stella,Yes,Transfer,1080783,2024-03-25
2024-02-14,7886,Accessories,Product Purchase,5,259247,Kano,Tunde,No,POS,1296235,
2024-09-16,5835,Solar Panel 300W,Product Purchase,8,232495,Abuja,John,No,Online Gateway,1859960,
2024-06-02,1794,Charge Controller,Installation,2,416908,Lagos,Grace,No,Cash,833816,
2024-06-03,7786,Charge Controller,Repair,6,253729,Port Harcourt,Grace,Yes,POS,1522374,2024-06-09
2024-12-28,5014,Solar Panel 300W,Maintenance,4,137978,Kano,Grace,Yes,POS,551912,2025-01-11
2024-08-21,8392,Charge Controller,Maintenance,6,357851,Lagos,Michael,Yes,Online Gateway,2147106,2024-08-26
2024-02-20,6353,Accessories,Installation,3,427728,Lagos,Ada,Yes,Cash,1283184,2024-02-28
2024-11-01,4407,Solar Panel 500W,Maintenance,6,213902,Enugu,Michael,Yes,Cash,1283412,2024-11-07
2024-09-18,1974,Solar Panel 300W,Installation,7,292163,Ibadan,Michael,No,Transfer,2045141,
2024-11-10,5237,Battery 200Ah,Installation,3,400736,Abuja,John,No,Cash,1202208,
2024-05-04,8248,Inverter 3.5kVA,Site Inspection,5,18914,Ibadan,Michael,Yes,Cash,94570,2024-05-05
2024-09-01,5369,Inverter 3.5kVA,Product Purchase,8,269058,Enugu,Tunde,No,Cash,2152464,
2024-01-30,9050,Solar Panel 300W,Repair,2,103908,Abuja,Michael,Yes,Cash,207816,2024-02-12
2024-05-01,1464,Solar Panel 500W,Repair,7,358962,Enugu,Ada,No,Cash,2512734,
2024-05-04,6327,Accessories,Product Purchase,1,440245,Lagos,John,No,Transfer,440245,
2024-02-06,6415,Battery 200Ah,Repair,7,39621,Kano,Grace,Yes,Cash,277347,2024-02-13
2024-06-18,9115,Inverter 3.5kVA,Maintenance,1,227966,Abuja,Tunde,Yes,POS,227966,2024-07-02
2024-05-03,1287,Inverter 3.5kVA,Maintenance,4,255011,Abuja,Grace,Yes,POS,1020044,2024-05-11
2024-12-22,4195,Accessories,Repair,4,243471,Lagos,John,No,Cash,973884,
2024-02-04,2992,Solar Panel 500W,Site Inspection,5,50899,Port Harcourt,Ada,Yes,POS,254495,2024-02-10
2024-03-27,8450,Charge Controller,Repair,2,339754,Lagos,Stella,Yes,Transfer,679508,2024-04-01
2024-05-13,3925,Solar Panel 300W,Installation,6,337151,Enugu,Tunde,No,POS,2022906,
2024-07-14,2120,Solar Panel 500W,Installation,6,40525,Lagos,Ada,No,Transfer,243150,
2024-09-30,6310,Solar Panel 500W,Product Purchase,8,157832,Abuja,Grace,Yes,Transfer,1262656,2024-10-12
2024-07-19,1446,Solar Panel 500W,Maintenance,1,304441,Lagos,Stella,Yes,Online Gateway,304441,2024-07-31
2024-10-11,7627,Solar Panel 500W,Site Inspection,4,182638,Ibadan,Grace,Yes,POS,730552,2024-10-12
2024-03-17,3896,Charge Controller,Repair,2,364301,Lagos,Ada,No,POS,728602,
2024-02-28,1721,Accessories,Installation,8,422788,Kano,Stella,Yes,Cash,3382304,2024-03-10
2024-05-05,3163,Battery 200Ah,Maintenance,4,386929,Lagos,Stella,No,Cash,1547716,
2024-04-18,4980,Solar Panel 500W,Maintenance,8,112403,Lagos,John,No,Online Gateway,899224,
2024-08-11,5502,Solar Panel 500W,Site Inspection,2,134412,Kano,Michael,No,Cash,268824,
2024-10-04,2725,Solar Panel 300W,Site Inspection,4,108446,Port Harcourt,Michael,Yes,POS,433784,2024-10-07
2024-03-08,9885,Inverter 3.5kVA,Site Inspection,9,326121,Port Harcourt,Ada,Yes,Transfer,2935089,2024-03-09
2024-03-09,4413,Charge Controller,Site Inspection,5,176961,Port Harcourt,Stella,No,Online Gateway,884805,
2024-06-13,1494,Solar Panel 500W,Installation,6,192859,Ibadan,Michael,No,Transfer,1157154,
2024-10-31,1947,Battery 200Ah,Site Inspection,9,275916,Kano,Ada,No,Cash,2483244,
2024-06-10,1022,Battery 200Ah,Maintenance,9,136223,Ibadan,Ada,No,Transfer,1226007,
2024-12-30,2128,Battery 200Ah,Maintenance,7,427917,Ibadan,Tunde,No,Online Gateway,2995419,
2024-12-07,1557,Solar Panel 300W,Repair,2,254385,Enugu,John,No,POS,508770,
2024-11-04,4730,Battery 200Ah,Maintenance,7,297572,Ibadan,John,No,POS,2083004,
2024-12-08,6341,Accessories,Maintenance,9,268118,Kano,Grace,No,Online Gateway,2413062,
2024-02-11,7998,Solar Panel 300W,Installation,2,99141,Abuja,Stella,Yes,Transfer,198282,2024-02-19
2024-12-19,8182,Charge Controller,Maintenance,7,293388,Abuja,Michael,Yes,Online Gateway,2053716,2025-01-02
2024-04-18,8034,Battery 200Ah,Product Purchase,7,306408,Port Harcourt,Stella,No,POS,2144856,
2024-02-20,2656,Inverter 3.5kVA,Maintenance,3,52035,Ibadan,Michael,Yes,Transfer,156105,2024-03-05
2024-09-06,5173,Solar Panel 500W,Repair,6,187989,Port Harcourt,Michael,Yes,Cash,1127934,2024-09-20
2024-12-06,6441,Charge Controller,Repair,8,200128,Ibadan,Michael,No,POS,1601024,
2024-01-21,9998,Accessories,Site Inspection,8,298246,Port Harcourt,Grace,No,Online Gateway,2385968,
2024-10-26,4312,Inverter 3.5kVA,Installation,3,101734,Lagos,Michael,No,POS,305202,
2024-05-18,9645,Charge Controller,Repair,6,173033,Kano,Michael,Yes,Cash,1038198,2024-05-29
2024-12-24,3324,Accessories,Product Purchase,2,237618,Ibadan,Tunde,Yes,Transfer,475236,2025-01-03
2024-11-19,6595,Battery 200Ah,Product Purchase,2,22237,Enugu,Tunde,Yes,Online Gateway,44474,2024-11-20
2024-04-01,6984,Charge Controller,Site Inspection,8,280128,Ibadan,Michael,Yes,POS,2241024,2024-04-05
2024-10-06,3511,Charge Controller,Installation,5,200860,Ibadan,Grace,No,POS,1004300,
2024-05-04,1362,Charge Controller,Installation,5,34640,Kano,Ada,Yes,Online Gateway,173200,2024-05-07
2024-04-20,4454,Solar Panel 300W,Maintenance,4,276835,Lagos,Ada,Yes,Transfer,1107340,2024-05-01
2024-12-19,3798,Inverter 3.5kVA,Product Purchase,4,434228,Abuja,John,Yes,Cash,1736912,2024-12-20
2024-05-18,5620,Accessories,Product Purchase,8,445457,Kano,Michael,Yes,Online Gateway,3563656,2024-05-27
2024-09-29,4255,Battery 200Ah,Product Purchase,3,284323,Lagos,Ada,Yes,POS,852969,2024-10-01
2024-04-08,2217,Solar Panel 500W,Product Purchase,3,327728,Port Harcourt,John,No,Cash,983184,
2024-09-08,2485,Battery 200Ah,Repair,8,319878,Ibadan,Ada,No,Transfer,2559024,
2024-12-03,6349,Battery 200Ah,Installation,3,375865,Ibadan,John,No,Online Gateway,1127595,
2024-04-13,8195,Solar Panel 300W,Maintenance,2,365538,Abuja,Stella,No,Transfer,731076,
2024-08-01,8750,Solar Panel 300W,Repair,5,168879,Port Harcourt,Ada,Yes,Cash,844395,2024-08-15
2024-09-05,7079,Charge Controller,Installation,3,360202,Lagos,Michael,Yes,Transfer,1080606,2024-09-17
2024-05-31,9035,Battery 200Ah,Site Inspection,6,319337,Port Harcourt,Michael,No,Cash,1916022,
2024-09-06,2507,Inverter 3.5kVA,Product Purchase,7,183382,Port Harcourt,Tunde,Yes,POS,1283674,2024-09-17
2024-10-01,2003,Solar Panel 300W,Maintenance,3,228822,Abuja,Stella,Yes,Cash,686466,2024-10-05
2024-06-13,7403,Accessories,Installation,9,176161,Lagos,Stella,Yes,Online Gateway,1585449,2024-06-16
2024-12-06,1925,Solar Panel 300W,Site Inspection,1,322197,Abuja,Ada,No,Cash,322197,
2024-01-08,9275,Inverter 3.5kVA,Product Purchase,7,94028,Lagos,John,No,Cash,658196,
2024-10-10,7583,Solar Panel 300W,Site Inspection,4,415848,Kano,Grace,Yes,POS,1663392,2024-10-24
2024-01-05,4927,Inverter 3.5kVA,Site Inspection,7,423603,Kano,Tunde,Yes,Transfer,2965221,2024-01-17
2024-05-24,1985,Solar Panel 500W,Repair,9,263620,Ibadan,Stella,No,POS,2372580,
2024-04-10,5231,Inverter 3.5kVA,Site Inspection,9,185945,Abuja,Stella,No,Online Gateway,1673505,
2024-06-12,6302,Solar Panel 500W,Repair,1,249751,Kano,Grace,Yes,Cash,249751,2024-06-22
2024-05-26,6291,Accessories,Repair,4,303688,Enugu,Michael,Yes,POS,1214752,2024-06-02
2024-03-04,1908,Charge Controller,Site Inspection,7,301318,Port Harcourt,Grace,Yes,Online Gateway,2109226,2024-03-10
2024-03-31,6051,Charge Controller,Installation,6,17471,Port Harcourt,Michael,No,Transfer,104826,
2024-04-26,3586,Solar Panel 300W,Site Inspection,9,175449,Kano,John,Yes,POS,1579041,2024-05-02
2024-12-19,2331,Inverter 3.5kVA,Site Inspection,7,340243,Abuja,Ada,No,Cash,2381701,
2024-09-23,7851,Solar Panel 300W,Installation,3,44319,Ibadan,John,Yes,POS,132957,2024-10-01
2024-11-05,2806,Inverter 3.5kVA,Product Purchase,7,322994,Port Harcourt,Ada,Yes,POS,2260958,2024-11-13
2024-06-21,1805,Solar Panel 300W,Maintenance,5,54056,Ibadan,Tunde,No,Cash,270280,
2024-02-16,5147,Charge Controller,Product Purchase,2,35721,Port Harcourt,Grace,No,Online Gateway,71442,
2024-05-19,1071,Accessories,Site Inspection,3,385149,Lagos,Stella,Yes,Cash,1155447,2024-06-01
2024-09-02,1027,Charge Controller,Product Purchase,6,36534,Kano,John,Yes,Transfer,219204,2024-09-15
2024-05-28,9660,Solar Panel 300W,Maintenance,6,171420,Abuja,Ada,No,POS,1028520,
2024-09-02,4983,Inverter 3.5kVA,Product Purchase,7,233171,Port Harcourt,Grace,Yes,Online Gateway,1632197,2024-09-16
2024-01-05,9955,Battery 200Ah,Maintenance,6,92400,Kano,Tunde,Yes,Transfer,554400,2024-01-12
2024-07-02,8055,Accessories,Product Purchase,9,406643,Ibadan,John,No,Cash,3659787,
2024-01-20,7690,Inverter 3.5kVA,Repair,5,158250,Abuja,Stella,No,Online Gateway,791250,
2024-02-15,4832,Solar Panel 300W,Site Inspection,5,420604,Abuja,Tunde,No,Online Gateway,2103020,
2024-01-12,1559,Inverter 3.5kVA,Maintenance,8,91585,Kano,Michael,Yes,Cash,732680,2024-01-25
2024-03-10,8957,Solar Panel 500W,Site Inspection,8,341422,Kano,Stella,Yes,Online Gateway,2731376,2024-03-19
2024-01-17,4831,Inverter 3.5kVA,Repair,1,91408,Kano,Michael,Yes,Transfer,91408,2024-01-27
2024-05-26,8344,Charge Controller,Product Purchase,3,82314,Lagos,Tunde,No,Online Gateway,246942,
2024-06-02,6171,Charge Controller,Site Inspection,6,107131,Lagos,Tunde,Yes,Transfer,642786,2024-06-16
2024-10-30,1078,Solar Panel 500W,Product Purchase,6,255492,Abuja,Michael,No,Online Gateway,1532952,
2024-04-17,5929,Accessories,Product Purchase,1,171236,Kano,Ada,No,POS,171236,
2024-08-23,4647,Inverter 3.5kVA,Site Inspection,2,211880,Enugu,Grace,Yes,Online Gateway,423760,2024-09-03
2024-11-03,2031,Accessories,Maintenance,7,271881,Enugu,Tunde,Yes,Transfer,1903167,2024-11-10
2024-12-17,8381,Battery 200Ah,Maintenance,1,270986,Lagos,John,Yes,POS,270986,2024-12-18
2024-03-10,3072,Inverter 3.5kVA,Site Inspection,5,82037,Abuja,Grace,No,Cash,410185,
2024-07-01,7911,Charge Controller,Maintenance,1,156369,Port Harcourt,John,No,Cash,156369,
2024-09-06,7088,Charge Controller,Installation,6,398734,Enugu,Tunde,No,Online Gateway,2392404,
2024-08-15,2484,Accessories,Product Purchase,7,93806,Kano,Grace,No,POS,656642,
2024-04-11,6838,Solar Panel 300W,Site Inspection,8,267848,Lagos,Michael,Yes,Online Gateway,2142784,2024-04-22
2024-03-15,2550,Charge Controller,Repair,3,149648,Abuja,Michael,Yes,Online Gateway,448944,2024-03-18
2024-08-03,6497,Solar Panel 300W,Site Inspection,3,273434,Kano,Stella,Yes,POS,820302,2024-08-14
2024-07-21,5682,Charge Controller,Site Inspection,1,69879,Abuja,Michael,No,Cash,69879,
2024-07-10,2829,Charge Controller,Product Purchase,3,191172,Port Harcourt,Ada,No,POS,573516,
2024-09-05,4751,Battery 200Ah,Repair,5,147353,Enugu,Ada,Yes,Transfer,736765,2024-09-15
2024-08-29,7081,Solar Panel 300W,Product Purchase,6,138694,Abuja,John,No,POS,832164,
2024-06-27,7601,Solar Panel 300W,Maintenance,3,129434,Abuja,Tunde,Yes,Cash,388302,2024-07-01
2024-08-06,5459,Charge Controller,Site Inspection,4,98189,Port Harcourt,John,Yes,POS,392756,2024-08-14
2024-03-22,4856,Solar Panel 300W,Product Purchase,5,347015,Ibadan,Tunde,Yes,Transfer,1735075,2024-03-27
2024-04-01,7182,Charge Controller,Installation,5,26676,Kano,John,No,POS,133380,
2024-06-23,7083,Charge Controller,Site Inspection,9,106263,Port Harcourt,Tunde,No,Online Gateway,956367,
2024-08-26,8970,Accessories,Maintenance,8,222265,Enugu,Tunde,Yes,POS,1778120,2024-09-07
2024-09-16,3094,Inverter 3.5kVA,Product Purchase,1,410470,Port Harcourt,John,Yes,POS,410470,2024-09-18
2024-12-30,7238,Solar Panel 300W,Product Purchase,2,49343,Enugu,Stella,Yes,Cash,98686,2025-01-08
2024-06-11,4032,Solar Panel 500W,Installation,5,209924,Kano,Ada,No,Online Gateway,1049620,
2024-02-17,2548,Accessories,Maintenance,3,171480,Enugu,Michael,No,Online Gateway,514440,
2024-11-24,9559,Solar Panel 300W,Installation,7,57329,Abuja,Ada,Yes,Online Gateway,401303,2024-12-05
2024-11-23,1064,Solar Panel 300W,Site Inspection,6,27094,Lagos,Michael,Yes,POS,162564,2024-12-06
2024-04-25,4299,Battery 200Ah,Repair,2,351439,Kano,Tunde,Yes,Transfer,702878,2024-05-09
2024-12-02,5849,Solar Panel 500W,Product Purchase,8,29145,Port Harcourt,Grace,Yes,Cash,233160,2024-12-16
2024-12-02,6639,Solar Panel 500W,Installation,5,436983,Abuja,John,Yes,POS,2184915,2024-12-15
2024-08-12,3035,Battery 200Ah,Product Purchase,6,226368,Enugu,John,No,Cash,1358208,
2024-12-17,6674,Battery 200Ah,Product Purchase,8,18187,Ibadan,Michael,Yes,POS,145496,2024-12-22
2024-11-23,3228,Solar Panel 300W,Installation,6,323530,Abuja,John,No,Online Gateway,1941180,
2024-05-26,6620,Inverter 3.5kVA,Product Purchase,3,267171,Lagos,John,Yes,Cash,801513,2024-06-02
2024-03-03,1596,Battery 200Ah,Maintenance,7,187075,Abuja,John,No,Online Gateway,1309525,
2024-10-20,4606,Solar Panel 500W,Maintenance,4,324842,Lagos,Ada,No,POS,1299368,
2024-11-18,4889,Solar Panel 500W,Repair,6,192139,Ibadan,John,Yes,Transfer,1152834,2024-11-29
2024-11-20,4506,Solar Panel 300W,Maintenance,6,356714,Ibadan,Stella,No,Cash,2140284,
2024-01-13,2395,Inverter 3.5kVA,Installation,5,360945,Abuja,Michael,No,Online Gateway,1804725,
2024-07-07,8529,Charge Controller,Maintenance,1,250528,Kano,Ada,Yes,POS,250528,2024-07-20
2024-10-13,9303,Battery 200Ah,Repair,8,438836,Kano,Ada,No,Online Gateway,3510688,
2024-07-26,1452,Battery 200Ah,Site Inspection,2,79156,Kano,Tunde,No,POS,158312,
2024-04-23,8336,Solar Panel 300W,Site Inspection,4,96892,Enugu,Tunde,Yes,Online Gateway,387568,2024-04-29
2024-01-22,3631,Accessories,Installation,3,246259,Enugu,John,No,Online Gateway,738777,
2024-12-14,3186,Accessories,Repair,6,169812,Ibadan,Ada,No,POS,1018872,
2024-08-01,6967,Inverter 3.5kVA,Maintenance,1,203796,Lagos,Grace,No,Online Gateway,203796,
2024-06-19,7374,Solar Panel 500W,Repair,9,168407,Enugu,Ada,Yes,Cash,1515663,2024-07-01
2024-11-18,6358,Solar Panel 500W,Product Purchase,5,69914,Enugu,John,Yes,Cash,349570,2024-11-29
2024-02-23,5348,Charge Controller,Repair,5,284014,Port Harcourt,Michael,Yes,POS,1420070,2024-02-26
2024-10-24,2459,Solar Panel 500W,Maintenance,4,344842,Abuja,Ada,No,POS,1379368,
2024-11-15,2942,Accessories,Installation,4,325773,Enugu,Tunde,Yes,Online Gateway,1303092,2024-11-23
2024-05-05,6422,Accessories,Product Purchase,1,196882,Enugu,John,Yes,POS,196882,2024-05-10
2024-10-03,6196,Battery 200Ah,Repair,9,388123,Lagos,Ada,No,Online Gateway,3493107,
2024-07-22,1061,Charge Controller,Site Inspection,9,372261,Port Harcourt,Grace,Yes,Cash,3350349,2024-08-04
2024-07-12,2494,Inverter 3.5kVA,Maintenance,4,367101,Ibadan,Grace,Yes,Transfer,1468404,2024-07-13
2024-06-17,2180,Charge Controller,Installation,4,67044,Port Harcourt,Tunde,No,Transfer,268176,
2024-05-31,7268,Inverter 3.5kVA,Maintenance,7,53811,Ibadan,Stella,Yes,POS,376677,2024-06-09
2024-02-04,3788,Accessories,Repair,4,258006,Ibadan,Ada,Yes,Cash,1032024,2024-02-10
2024-07-02,5636,Solar Panel 500W,Installation,1,345662,Enugu,Grace,No,POS,345662,
2024-10-12,5721,Solar Panel 300W,Site Inspection,9,40451,Enugu,John,Yes,POS,364059,2024-10-13
2024-02-26,6710,Charge Controller,Product Purchase,2,104791,Enugu,Tunde,Yes,Cash,209582,2024-03-03
